주성분,복합제구분,복합제성분,약효분류,금기내용,비고,DUR성분영문명,DUR성분코드,병용금기DUR성분코드,병용금기DUR성분명,병용금기DUR성분영문명,병용금기주성분
[M080618]케토코나졸,단일,-,항원충제,효소유도로인한ketoconazole의혈중농도저하,-,Ketoconazole,D000769,D000314,리팜피신,Rifampicin,[M020042]리팜피신/[M223170]이소니아지드/[M040746]피라진아미드/[M223143]에탐부톨염산염
[M085595]말레인산돔페리돈/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000430,목시플록사신,Moxifloxacin,[M247929]목시플록사신
[M230909]실로도신,단일,-,기타의비뇨생식기관및항문용약,실로도신의혈중농도증가,-,Silodosin,D000342,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M097492]에제티미브/[M089710]심바스타틴,단일,-,동맥경화용제,근병증|횡문근융해의위험증가,-,Simvastatin,D000027,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M089710]심바스타틴,단일,-,동맥경화용제,근병증|횡문근융해의위험증가,-,Simvastatin,D000027,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M089710]심바스타틴/[M089710]심바스타틴,단일,-,동맥경화용제,근병증|횡문근융해의위험증가,-,Simvastatin,D000027,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M097492]에제티미브/[M089710]심바스타틴/[M097492]에제티미브/[M089710]심바스타틴,단일,-,동맥경화용제,근병증|횡문근융해의위험증가,-,Simvastatin,D000027,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000081,나부메톤,Nabumetone,[M084590]나부메톤/[M084590]나부메톤/[M084590]나부메톤
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000081,나부메톤,Nabumetone,[M084590]나부메톤/[M084590]나부메톤/[M084590]나부메톤
[M089710]심바스타틴/[M097492]에제티미브,단일,-,동맥경화용제,근병증|횡문근융해의위험증가,-,Simvastatin,D000027,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M264048]피마사르탄칼륨삼수화물과립/[M215219]아토르바스타틴칼슘삼수화물,복합,[D000624]Fimasartan(피마사르탄),기타의순환계용약,근육병증|횡문근융해위험증가가능,-,AtorvastatinCalciumTrihydrate,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M263856]팔보시클립,단일,-,항악성종양제,팔보시클립의혈장농도증가,-,Palbociclib,D001149,D000443,보리코나졸,Voriconazole,[M102252]보리코나졸
[M264293]리바록사반(미분화),단일,-,혈액응고저지제,리바록사반의혈중농도가상승하여출혈위험증가,-,RivaroxabanMicronized,D000527,D000443,보리코나졸,Voriconazole,[M102252]보리코나졸
[M088960]이오헥솔,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iohexol,D000669,D000718,메트포르민염산염,MetforminHydrochloride,[M268403]다파글리플로진무수유당혼합물/[M244179]메트포르민염산염
[M254091]리바록사반(미세화),단일,-,혈액응고저지제,리바록사반의혈중농도가상승하여출혈위험증가,-,RivaroxabanMicronized,D000527,D000443,보리코나졸,Voriconazole,[M102252]보리코나졸
[M040569]카르바마제핀,단일,-,항전간제,혈중농도가저하되어보리코나졸의약물효과감소,-,Carbamazepine,D000476,D000443,보리코나졸,Voriconazole,[M102252]보리코나졸
[M086785]이오비트리돌,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iobitridol,D000760,D000718,메트포르민염산염,MetforminHydrochloride,[M268403]다파글리플로진무수유당혼합물/[M244179]메트포르민염산염
[M088268]이오메프롤,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iomeprol,D000364,D000718,메트포르민염산염,MetforminHydrochloride,[M268403]다파글리플로진무수유당혼합물/[M244179]메트포르민염산염
[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000430,목시플록사신,Moxifloxacin,[M247929]목시플록사신
[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000430,목시플록사신,Moxifloxacin,[M247929]목시플록사신
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000430,목시플록사신,Moxifloxacin,[M247929]목시플록사신
[M081091]돔페리돈/[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000430,목시플록사신,Moxifloxacin,[M247929]목시플록사신
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000430,목시플록사신,Moxifloxacin,[M247929]목시플록사신
[M252585]티카그렐러,단일,-,동맥경화용제,티카그렐러의혈중농도증가,-,Ticagrelor,D000385,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M085595]말레인산돔페리돈/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M085595]말레인산돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M088268]이오메프롤,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iomeprol,D000364,D000718,메트포르민염산염,MetforminHydrochloride,[M223014]메트포르민염산염/[M255019]로베글리타존황산염
[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜,단일,-,진통.진양.수렴.소염제,경련,-,Ketoprofen,D000672,D000142,시프로플록사신염산염,CiprofloxacinHydrochloride,[M242850]시프로플록사신염산염
[M223126]에르고타민타르타르산염/[M223183]카페인무수물,복합,[D000852]Caffeine(카페인),해열.진통.소염제,맥각독성(혈관경련|말단및기타조직허혈),24시간이내병용금기,ErgotamineTartrate,D000747,D000407,프로바트립탄숙신산염일수화물,FrovatriptanSuccinateMonohydrate,[M246494]프로바트립탄숙신산염일수화물
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000982,나프록센,Naproxen,[M249554]에스오메프라졸/[M050116]나프록센
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000982,나프록센,Naproxen,[M249554]에스오메프라졸/[M050116]나프록센
[M088960]이오헥솔,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iohexol,D000669,D000718,메트포르민염산염,MetforminHydrochloride,[M281639]엠파글리플로진L-프롤린/[M244179]메트포르민염산염
[M086785]이오비트리돌,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iobitridol,D000760,D000718,메트포르민염산염,MetforminHydrochloride,[M281639]엠파글리플로진L-프롤린/[M244179]메트포르민염산염
[M088268]이오메프롤,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iomeprol,D000364,D000718,메트포르민염산염,MetforminHydrochloride,[M281639]엠파글리플로진L-프롤린/[M244179]메트포르민염산염
[M086785]이오비트리돌,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iobitridol,D000760,D000718,메트포르민염산염,MetforminHydrochloride,[M223014]메트포르민염산염/[M255019]로베글리타존황산염
[M089840]미졸라스틴,단일,-,항히스타민제,mizolastine의혈중농도상승,-,Mizolastine,D000719,D000426,메트로니다졸,Metronidazole,[M040170]메트로니다졸
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M089840]미졸라스틴,단일,-,항히스타민제,mizolastine의혈중농도상승,-,Mizolastine,D000719,D000426,메트로니다졸,Metronidazole,[M040170]메트로니다졸/[M040170]메트로니다졸
[M083726]옥사토마이드,단일,-,항히스타민제,항콜린작용증가,-,Oxatomide,D000261,D000656,아트로핀황산염,AtropineSulfate,[M110023]아트로핀황산염
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000739,아세클로페낙,Aceclofenac,[M232172]에페리손염산염/[M040359]아세클로페낙
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000739,아세클로페낙,Aceclofenac,[M232172]에페리손염산염/[M040359]아세클로페낙
[M252922]톨밥탄분무건조분말,단일,-,기타의순환계용약,톨밥탄의혈중농도증가,-,TolvaptanSprayDryPowder,D000487,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,Domperidone,D000297,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M262752]소포스부비르/[M262910]레디파스비르,복합,[D001071]Sofosbuvir(소포스부비르),기타의화학요법제,로수바스타틴농도를현저하게증가시킬수있으며|이는횡문근융해증을포함하여근육병증의위험증가,-,Ledipasvir,D001072,D000219,로수바스타틴칼슘,RosuvastatinCalcium,[M095744]로수바스타틴칼슘/[M095744]로수바스타틴칼슘/[M097492]에제티미브
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M081091]돔페리돈/[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,Domperidone,D000297,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M085595]말레인산돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000430,목시플록사신,Moxifloxacin,[M247929]목시플록사신
[M088960]이오헥솔,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iohexol,D000669,D000718,메트포르민염산염,MetforminHydrochloride,[M223014]메트포르민염산염/[M255019]로베글리타존황산염
[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000430,목시플록사신염산염,MoxifloxacinHydrochloride,[M247915]목시플록사신염산염
[M245775]이바브라딘염산염,단일,-,기타의순환계용약,이바브라딘의혈중농도증가,-,IvabradineHydrochloride,D000571,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
[M223126]에르고타민타르타르산염/[M223183]카페인무수물,복합,[D001266]AnhydrousCaffeine(카페인무수물),해열.진통.소염제,맥각독성(혈관경련|말단및기타조직허혈),-,ErgotamineTartrate,D000747,D000373,클래리스로마이신,Clarithromycin,[M085725]클래리스로마이신
