주성분,복합제구분,복합제성분,약효분류,금기내용,비고,DUR성분영문명,DUR성분코드,병용금기DUR성분코드,병용금기DUR성분명,병용금기DUR성분영문명,병용금기주성분
[M243509]플루티카손프로피오네이트(미분화)/[M258126]포르모테롤푸마르산염수화물(미분화),단일,-,진해거담제,부정맥또는심정지유도,소생등의위급상황제외,FormoterolFumarateHydrateMicronized,D000838,D000560,에피네프린타르타르산염,EpinephrineTartrate,[M251244]에피네프린타르타르산염
[M081683]푸마르산포르모테롤,단일,-,진해거담제,부정맥또는심정지유도,소생등의위급상황제외,FormoterolFumarate,D000838,D000560,에피네프린타르타르산염,EpinephrineTartrate,[M251244]에피네프린타르타르산염
[M081835]브롬페리돌,단일,-,정신신경용제,혈압강하,-,Bromperidol,D000238,D000560,에피네프린타르타르산염,EpinephrineTartrate,[M251244]에피네프린타르타르산염
[M040766]할로페리돌,단일,-,정신신경용제,혈압강하효과,-,Haloperidol,D000113,D000560,에피네프린타르타르산염,EpinephrineTartrate,[M251244]에피네프린타르타르산염
[M089302]할로페리돌데카노에이트,단일,-,정신신경용제,혈압강하효과,-,HaloperidolDecanoate,D000113,D000560,에피네프린타르타르산염,EpinephrineTartrate,[M251244]에피네프린타르타르산염
[M099457]툴로부테롤,단일,-,진해거담제,부정맥또는심정지,소생등의응급상황제외,Tulobuterol,D000185,D000082,노르에피네프린타르타르산염수화물,NorepinephrineTartrateHydrate,[M252333]노르에피네프린타르타르산염수화물
[M099457]툴로부테롤/[M099457]툴로부테롤,단일,-,진해거담제,부정맥또는심정지,소생등의응급상황제외,Tulobuterol,D000185,D000082,노르에피네프린타르타르산염수화물,NorepinephrineTartrateHydrate,[M252333]노르에피네프린타르타르산염수화물
[M050302]디프로필린/[M050468]염산메톡시페나민/[M223211]클로르페니라민말레산염/[M040059]노스카핀,단일,-,진해거담제,부정맥또는심정지,소생등의응급상황제외,MethoxyphenamineHydrochloride,D000125,D000082,노르에피네프린타르타르산염수화물,NorepinephrineTartrateHydrate,[M252333]노르에피네프린타르타르산염수화물
[M222898]페노테롤브롬화수소산염,단일,-,진해거담제,부정맥또는심정지,소생등의응급상황제외,FenoterolHydrobromide,D000070,D000082,노르에피네프린타르타르산염수화물,NorepinephrineTartrateHydrate,[M252333]노르에피네프린타르타르산염수화물
[M262752]소포스부비르/[M262910]레디파스비르,복합,[D001071]Sofosbuvir(소포스부비르),기타의화학요법제,로수바스타틴농도를현저하게증가시킬수있으며|이는횡문근융해증을포함하여근육병증의위험증가,-,Ledipasvir,D001072,D000219,로수바스타틴칼슘(미분화),RosuvastatinCalciumMicronized,[M097492]에제티미브/[M270546]로수바스타틴칼슘(미분화)
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000452,아스피린,Aspirin,[M050305]디피리다몰/[M040355]아스피린
[M223014]메트포르민염산염/[M256664]아토르바스타틴칼슘수화물,복합,[D000718]Metformin(메트포르민),당뇨병용제,근육병증|횡문근융해위험증가가능,-,AtorvastatinCalciumHydrate,D000455,D000405,포사코나졸(미분화),PosaconazoleMicronized,[M256381]포사코나졸(미분화)
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000672,케토프로펜,Ketoprofen,[M051464]케토프로펜/[M051464]케토프로펜
[M214384]염산미로데나필,단일,-,기타의비뇨생식기관및항문용약,동일계열병용투여금기,-,MirodenafilHydrochloride,D000128,D000181,타다라필,Tadalafil,[M095435]타다라필
[M253534]미로데나필,단일,-,기타의비뇨생식기관및항문용약,동일계열병용투여금기,-,Mirodenafil,D000128,D000181,타다라필,Tadalafil,[M095435]타다라필
[M102602]유데나필,단일,-,기타의비뇨생식기관및항문용약,동일계열병용투여금기,-,Udenafil,D000569,D000181,타다라필,Tadalafil,[M095435]타다라필
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000705,플루르비프로펜,Flurbiprofen,[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000705,플루르비프로펜,Flurbiprofen,[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜
[M264048]피마사르탄칼륨삼수화물과립/[M215219]아토르바스타틴칼슘삼수화물,복합,[D000624]Fimasartan(피마사르탄),기타의순환계용약,근육병증|횡문근융해위험증가가능,-,AtorvastatinCalciumTrihydrate,D000455,D000405,포사코나졸(미분화),PosaconazoleMicronized,[M256381]포사코나졸(미분화)
[M263856]팔보시클립,단일,-,항악성종양제,팔보시클립의혈장농도증가,-,Palbociclib,D001149,D000405,포사코나졸(미분화),PosaconazoleMicronized,[M256381]포사코나졸(미분화)
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000452,아스피린,Aspirin,[M050305]디피리다몰/[M040355]아스피린
[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000405,포사코나졸(미분화),PosaconazoleMicronized,[M256381]포사코나졸(미분화)
[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,Domperidone,D000297,D000405,포사코나졸(미분화),PosaconazoleMicronized,[M256381]포사코나졸(미분화)
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000405,포사코나졸(미분화),PosaconazoleMicronized,[M256381]포사코나졸(미분화)
[M081091]돔페리돈/[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,Domperidone,D000297,D000405,포사코나졸(미분화),PosaconazoleMicronized,[M256381]포사코나졸(미분화)
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000405,포사코나졸(미분화),PosaconazoleMicronized,[M256381]포사코나졸(미분화)
[M085595]말레인산돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000405,포사코나졸(미분화),PosaconazoleMicronized,[M256381]포사코나졸(미분화)
[M085595]말레인산돔페리돈/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000405,포사코나졸(미분화),PosaconazoleMicronized,[M256381]포사코나졸(미분화)
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000463,미분화에토돌락,EtodolacMicronized,[M257127]미분화에토돌락
[M236272]에트라비린,단일,-,기타의화학요법제,에트라비린의혈중농도가감소하여치료효과감소혹은내성발현,-,Etravirine,D000036,D000314,리팜피신,Rifampicin,[M020042]리팜피신
[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M223014]메트포르민염산염/[M255021]로베글리타존황산염
[M080618]케토코나졸,단일,-,항원충제,효소유도로인한ketoconazole의혈중농도저하,-,Ketoconazole,D000769,D000265,이소니아지드,Isoniazid,[M020042]리팜피신/[M223170]이소니아지드
[M080618]케토코나졸/[M080618]케토코나졸,단일,-,항원충제,효소유도로인한ketoconazole의혈중농도저하,-,Ketoconazole,D000769,D000265,이소니아지드,Isoniazid,[M020042]리팜피신/[M223170]이소니아지드
[M252922]톨밥탄분무건조분말,단일,-,기타의순환계용약,톨밥탄의혈중농도증가,-,TolvaptanSprayDryPowder,D000487,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,Domperidone,D000297,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M081091]돔페리돈/[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,Domperidone,D000297,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M085595]말레인산돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M085595]말레인산돔페리돈/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성강력한CYP억제제가돔페리돈의대사를감소시켜|돔페리돈의영향(이상반응포함)증대가능성,-,DomperidoneMaleate,D000297,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M252585]티카그렐러,단일,-,동맥경화용제,티카그렐러의혈중농도증가,-,Ticagrelor,D000385,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M230909]실로도신,단일,-,기타의비뇨생식기관및항문용약,실로도신의혈중농도증가,-,Silodosin,D000342,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000793,레보플록사신,Levofloxacin,[M085584]레보플록사신/[M085584]레보플록사신
[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000793,레보플록사신,Levofloxacin,[M085584]레보플록사신/[M085584]레보플록사신
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000793,레보플록사신,Levofloxacin,[M085584]레보플록사신/[M085584]레보플록사신
[M081091]돔페리돈/[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000793,레보플록사신,Levofloxacin,[M085584]레보플록사신/[M085584]레보플록사신
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000793,레보플록사신,Levofloxacin,[M085584]레보플록사신/[M085584]레보플록사신
[M085595]말레인산돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000793,레보플록사신,Levofloxacin,[M085584]레보플록사신/[M085584]레보플록사신
[M085595]말레인산돔페리돈/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000793,레보플록사신,Levofloxacin,[M085584]레보플록사신/[M085584]레보플록사신
[M080618]케토코나졸/[M080618]케토코나졸,단일,-,항원충제,효소유도로인한ketoconazole의혈중농도저하,-,Ketoconazole,D000769,D000314,리팜피신,Rifampicin,[M020042]리팜피신
[M080618]케토코나졸,단일,-,항원충제,효소유도로인한ketoconazole의혈중농도저하,-,Ketoconazole,D000769,D000314,리팜피신,Rifampicin,[M020042]리팜피신
[M236272]에트라비린,단일,-,기타의화학요법제,에트라비린의혈중농도가감소하여치료효과감소혹은내성발현,-,Etravirine,D000036,D000314,리팜피신,Rifampicin,[M020042]리팜피신/[M223170]이소니아지드/[M040746]피라진아미드/[M223143]에탐부톨염산염
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000982,나프록센,Naproxen,[M050116]나프록센/[M259375]에스오메프라졸마그네슘이수화물
[M085529]이오파미돌/[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M268387]빌다글립틴염산염/[M244179]메트포르민염산염
[M253921]릴피비린염산염,단일,-,기타의화학요법제,위장pH의증가로릴피비린의흡수가저하되어릴피비린의치료효과감소,-,RilpivirineHydrochloride,D000225,D000153,에스오메프라졸마그네슘삼수화물,EsomeprazoleMagnesiumTrihydrate,[M092321]에스오메프라졸마그네슘삼수화물/[M092321]에스오메프라졸마그네슘삼수화물
[M089840]미졸라스틴,단일,-,항히스타민제,말초혈관경련|사지허혈|감각이상등,-,Mizolastine,D000719,D000628,록시스로마이신,Roxithromycin,[M082720]록시스로마이신
[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M281639]엠파글리플로진L-프롤린/[M244179]메트포르민염산염
[M085529]이오파미돌/[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M281639]엠파글리플로진L-프롤린/[M244179]메트포르민염산염
[M085529]이오파미돌/[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M223014]메트포르민염산염/[M255019]로베글리타존황산염
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000982,나프록센,Naproxen,[M050116]나프록센/[M259375]에스오메프라졸마그네슘이수화물
[M070676]발프로산나트륨,복합,[D000536]SodiumValproate(발프로산나트륨),항전간제,간질발작재발,-,SodiumValproate,D000535,D000757,이미페넴수화물,ImipenemHydrate,[M222879]이미페넴수화물/[M095530]실라스타틴나트륨
[M262752]소포스부비르/[M262910]레디파스비르,복합,[D001071]Sofosbuvir(소포스부비르),기타의화학요법제,레디파스비르및소포스부비르혈장농도를현저히떨어뜨려이약의치료효과를감소시킬수있음,-,Ledipasvir,D001072,D000314,리팜피신,Rifampicin,[M020042]리팜피신/[M223170]이소니아지드/[M040746]피라진아미드/[M223143]에탐부톨염산염
[M070676]발프로산나트륨/[M083547]발프로산,복합,[D000536]SodiumValproate(발프로산나트륨),항전간제,간질발작재발,-,SodiumValproate,D000535,D000757,이미페넴수화물,ImipenemHydrate,[M222879]이미페넴수화물/[M095530]실라스타틴나트륨
[M082087]디발프로엑스나트륨,단일,-,항전간제,간질발작재발,-,DivalproexSodium,D000535,D000757,이미페넴수화물,ImipenemHydrate,[M222879]이미페넴수화물/[M095530]실라스타틴나트륨
[M090172]발프로산마그네슘,단일,-,항전간제,간질발작재발,-,MagnesiumValproate,D000535,D000757,이미페넴수화물,ImipenemHydrate,[M222879]이미페넴수화물/[M095530]실라스타틴나트륨
[M236272]에트라비린,단일,-,기타의화학요법제,에트라비린의혈중농도가감소하여치료효과감소혹은내성발현,-,Etravirine,D000036,D000314,리팜피신,Rifampicin,[M020042]리팜피신/[M020042]리팜피신
[M083547]발프로산,단일,-,항전간제,간질발작재발,-,ValproicAcid,D000535,D000757,이미페넴수화물,ImipenemHydrate,[M222879]이미페넴수화물/[M095530]실라스타틴나트륨
[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M268403]다파글리플로진무수유당혼합물/[M244179]메트포르민염산염
[M085529]이오파미돌/[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M268403]다파글리플로진무수유당혼합물/[M244179]메트포르민염산염
[M223358]히드록시진염산염,단일,-,정신신경용제,심부정맥위험증가가능,-,HydroxyzineHydrochloride,D000114,D000430,목시플록사신,Moxifloxacin,[M247929]목시플록사신
[M223358]히드록시진염산염,단일,-,정신신경용제,심부정맥위험증가가능,-,HydroxyzineHydrochloride,D000114,D000430,목시플록사신염산염,MoxifloxacinHydrochloride,[M247915]목시플록사신염산염
[M262752]소포스부비르/[M262910]레디파스비르,복합,[D001071]Sofosbuvir(소포스부비르),기타의화학요법제,로수바스타틴농도를현저하게증가시킬수있으며|이는횡문근융해증을포함하여근육병증의위험증가,-,Ledipasvir,D001072,D000219,로수바스타틴칼슘(미분화),RosuvastatinCalciumMicronized,[M270546]로수바스타틴칼슘(미분화)
[M253921]릴피비린염산염,단일,-,기타의화학요법제,위장pH의증가로릴피비린의흡수가저하되어릴피비린의치료효과감소,-,RilpivirineHydrochloride,D000225,D000204,라베프라졸나트륨,RabeprazoleSodium,[M207094]탄산수소나트륨/[M089852]라베프라졸나트륨
[M020042]리팜피신,단일,-,주로항산성균에작용하는것,nifedipine의혈장농도저하,-,Rifampicin,D000314,D000197,니페디핀,Nifedipine,[M050164]니페디핀
[M081091]돔페리돈/[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000724,비칼루타미드,Bicalutamide,[M259016]비칼루타미드
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000724,비칼루타미드,Bicalutamide,[M259016]비칼루타미드
[M085595]말레인산돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000724,비칼루타미드,Bicalutamide,[M259016]비칼루타미드
[M085595]말레인산돔페리돈/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000724,비칼루타미드,Bicalutamide,[M259016]비칼루타미드
[M097492]에제티미브/[M089710]심바스타틴,복합,[D000350]Ezetimibe(에제티미브),동맥경화용제,근육병증의위험증가가능,-,Simvastatin,D000027,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M097492]에제티미브/[M089710]심바스타틴/[M097492]에제티미브/[M089710]심바스타틴,복합,[D000350]Ezetimibe(에제티미브),동맥경화용제,근육병증의위험증가가능,-,Simvastatin,D000027,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M089710]심바스타틴/[M097492]에제티미브,복합,[D000350]Ezetimibe(에제티미브),동맥경화용제,근육병증의위험증가가능,-,Simvastatin,D000027,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M245775]이바브라딘염산염,단일,-,기타의순환계용약,이바브라딘의혈중농도증가,-,IvabradineHydrochloride,D000571,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M223126]에르고타민타르타르산염/[M223183]카페인무수물,복합,[D001266]AnhydrousCaffeine(카페인무수물),해열.진통.소염제,맥각독성(혈관경련|말단및기타조직허혈),-,ErgotamineTartrate,D000747,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M080618]케토코나졸/[M080618]케토코나졸,단일,-,항원충제,효소유도로인한ketoconazole의혈중농도저하,-,Ketoconazole,D000769,D000314,리팜피신,Rifampicin,[M020042]리팜피신/[M223170]이소니아지드/[M040746]피라진아미드/[M223143]에탐부톨염산염
[M070676]발프로산나트륨,단일,-,항전간제,간질발작재발,-,SodiumValproate,D000535,D000122,메로페넴수화물,MeropenemHydrate,[M249596]메로페넴수화물
[M082087]디발프로엑스나트륨,단일,-,항전간제,간질발작재발,-,DivalproexSodium,D000535,D000122,메로페넴수화물,MeropenemHydrate,[M249596]메로페넴수화물
[M070676]발프로산나트륨/[M083547]발프로산,단일,-,항전간제,간질발작재발,-,SodiumValproate,D000535,D000122,메로페넴수화물,MeropenemHydrate,[M249596]메로페넴수화물
[M083547]발프로산,단일,-,항전간제,간질발작재발,-,ValproicAcid,D000535,D000122,메로페넴수화물,MeropenemHydrate,[M249596]메로페넴수화물
[M090172]발프로산마그네슘,단일,-,항전간제,간질발작재발,-,MagnesiumValproate,D000535,D000122,메로페넴수화물,MeropenemHydrate,[M249596]메로페넴수화물
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000724,비칼루타미드,Bicalutamide,[M259016]비칼루타미드
[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000724,비칼루타미드,Bicalutamide,[M259016]비칼루타미드
[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000724,비칼루타미드,Bicalutamide,[M259016]비칼루타미드
[M089710]심바스타틴,단일,-,동맥경화용제,근병증|횡문근융해의위험증가,-,Simvastatin,D000027,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M020042]리팜피신/[M223170]이소니아지드/[M040746]피라진아미드/[M223143]에탐부톨염산염,단일,-,주로항산성균에작용하는것,nifedipine의혈장농도저하,-,Rifampicin,D000314,D000197,니페디핀,Nifedipine,[M050164]니페디핀
[M020042]리팜피신/[M020042]리팜피신,단일,-,주로항산성균에작용하는것,nifedipine의혈장농도저하,-,Rifampicin,D000314,D000197,니페디핀,Nifedipine,[M050164]니페디핀
[M020042]리팜피신/[M020042]리팜피신/[M020042]리팜피신/[M020042]리팜피신/[M020042]리팜피신,단일,-,주로항산성균에작용하는것,nifedipine의혈장농도저하,-,Rifampicin,D000314,D000197,니페디핀,Nifedipine,[M050164]니페디핀
[M223126]에르고타민타르타르산염/[M223183]카페인무수물,복합,[D001266]AnhydrousCaffeine(카페인무수물),해열.진통.소염제,맥각독성(혈관경련|말단및기타조직허혈),-,ErgotamineTartrate,D000747,D000628,록시스로마이신,Roxithromycin,[M082720]록시스로마이신
[M089710]심바스타틴/[M089710]심바스타틴,단일,-,동맥경화용제,근병증|횡문근융해의위험증가,-,Simvastatin,D000027,D000373,클래리트로마이신,Clarithromycin,[M223198]클래리트로마이신/[M223198]클래리트로마이신
[M253921]릴피비린염산염,단일,-,기타의화학요법제,릴피비린의혈중농도가감소하여치료효과감소혹은내성발현,-,RilpivirineHydrochloride,D000225,D000314,리팜피신,Rifampicin,[M020042]리팜피신/[M223170]이소니아지드/[M040746]피라진아미드/[M223143]에탐부톨염산염
[M051617]트레티노인,단일,-,기생성피부질환용제,두개내고혈압,-,Tretinoin,D000488,D000503,독시사이클린하이클레이트수화물,DoxycyclineHyclateHydrate,[M222960]독시사이클린하이클레이트수화물
[M051617]트레티노인/[M223129]에리트로마이신,단일,-,기생성피부질환용제,두개내고혈압,-,Tretinoin,D000488,D000503,독시사이클린하이클레이트수화물,DoxycyclineHyclateHydrate,[M222960]독시사이클린하이클레이트수화물
[M223129]에리트로마이신/[M051617]트레티노인,단일,-,기생성피부질환용제,두개내고혈압,-,Tretinoin,D000488,D000503,독시사이클린하이클레이트수화물,DoxycyclineHyclateHydrate,[M222960]독시사이클린하이클레이트수화물
[M263856]팔보시클립,단일,-,항악성종양제,팔보시클립의혈장농도증가,-,Palbociclib,D001149,D000314,리팜피신,Rifampicin,[M020042]리팜피신/[M223170]이소니아지드/[M040746]피라진아미드/[M223143]에탐부톨염산염
[M262752]소포스부비르,단일,-,기타의화학요법제,소포스부비르혈장농도를현저히떨어트려소포스부비르의치료효과를감소시킬수있음,-,Sofosbuvir,D001071,D000314,리팜피신,Rifampicin,[M020042]리팜피신/[M223170]이소니아지드/[M040746]피라진아미드/[M223143]에탐부톨염산염
[M262752]소포스부비르/[M281345]벨파타스비르/[M282286]복실라프레비르,단일,-,기타의화학요법제,소포스부비르혈장농도를현저히떨어트려소포스부비르의치료효과를감소시킬수있음,-,Sofosbuvir,D001071,D000314,리팜피신,Rifampicin,[M020042]리팜피신/[M223170]이소니아지드/[M040746]피라진아미드/[M223143]에탐부톨염산염
[M262752]소포스부비르/[M281345]벨파타스비르,단일,-,기타의화학요법제,소포스부비르혈장농도를현저히떨어트려소포스부비르의치료효과를감소시킬수있음,-,Sofosbuvir,D001071,D000314,리팜피신,Rifampicin,[M020042]리팜피신/[M223170]이소니아지드/[M040746]피라진아미드/[M223143]에탐부톨염산염
[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M268387]빌다글립틴염산염/[M244179]메트포르민염산염
